,Player ID,First Name,Last Name,Year,AB,H,HR,RBI,SO,POS,Adjusted Salary,BA
8377,fullmbr01,Brad,Fullmer,1998,505,138,13,73.0,70.0,1B,253995,0.273
8380,fullmbr01,Brad,Fullmer,2001,522,143,18,83.0,88.0,1B,3388015,0.274
8397,furcara01,Rafael,Furcal,2002,636,175,8,47.0,114.0,2B,540316,0.275
8398,furcara01,Rafael,Furcal,2003,664,194,15,61.0,76.0,2B,2869649,0.292
8399,furcara01,Rafael,Furcal,2004,563,157,14,59.0,71.0,2B,4701037,0.279
8400,furcara01,Rafael,Furcal,2005,616,175,12,58.0,78.0,2B,6881921,0.284
8401,furcara01,Rafael,Furcal,2006,654,196,15,63.0,98.0,2B,10375907,0.3
8402,furcara01,Rafael,Furcal,2007,581,157,6,47.0,68.0,2B,15893274,0.27
8404,furcara01,Rafael,Furcal,2009,613,165,9,47.0,89.0,2B,8390406,0.269
8416,gaettga01,Gary,Gaetti,1985,560,138,20,63.0,89.0,3B,925678,0.246
8417,gaettga01,Gary,Gaetti,1986,596,171,34,108.0,108.0,3B,1127770,0.287
8418,gaettga01,Gary,Gaetti,1987,584,150,31,109.0,92.0,3B,2007101,0.257
8421,gaettga01,Gary,Gaetti,1990,577,132,16,85.0,101.0,3B,918160,0.229
8422,gaettga01,Gary,Gaetti,1991,586,144,18,66.0,104.0,3B,4757848,0.246
8430,gaettga01,Gary,Gaetti,1995,514,134,35,96.0,91.0,3B,1677214,0.261
8431,gaettga01,Gary,Gaetti,1996,522,143,23,80.0,97.0,3B,3059363,0.274
8432,gaettga01,Gary,Gaetti,1997,502,126,17,69.0,88.0,3B,3140279,0.251
8454,gagnegr01,Greg,Gagne,1993,540,151,10,57.0,93.0,SS,5591859,0.28
8458,gagnegr01,Greg,Gagne,1997,514,129,9,57.0,120.0,SS,4486112,0.251
8461,galaran01,Andres,Galarraga,1987,551,168,13,90.0,127.0,1B,190146,0.305
8462,galaran01,Andres,Galarraga,1988,609,184,29,92.0,153.0,1B,486912,0.302
8463,galaran01,Andres,Galarraga,1989,572,147,23,85.0,158.0,1B,1674242,0.257
8464,galaran01,Andres,Galarraga,1990,579,148,20,87.0,169.0,1B,3580824,0.256
8468,galaran01,Andres,Galarraga,1995,554,155,31,106.0,146.0,1B,6220654,0.28
8469,galaran01,Andres,Galarraga,1996,626,190,47,150.0,157.0,1B,6807082,0.304
8470,galaran01,Andres,Galarraga,1997,600,191,41,140.0,141.0,1B,7402085,0.318
8471,galaran01,Andres,Galarraga,1998,555,169,44,121.0,146.0,1B,12368459,0.305
8479,gallada01,Dave,Gallagher,1989,601,160,1,46.0,79.0,OF,154843,0.266
8514,galvifr01,Freddy,Galvis,2015,559,147,7,50.0,103.0,2B,519978,0.263
8515,galvifr01,Freddy,Galvis,2016,584,141,20,67.0,136.0,2B,2000000,0.241
8519,gantnji01,Jim,Gantner,1985,523,133,5,44.0,42.0,3B,1533502,0.254
8522,gantnji01,Jim,Gantner,1988,539,149,0,47.0,50.0,3B,1902000,0.276
8525,gantnji01,Jim,Gantner,1991,526,149,2,47.0,34.0,3B,1762166,0.283
8527,gantro01,Ron,Gant,1988,563,146,19,60.0,118.0,2B,131872,0.259
8528,gantro01,Ron,Gant,1990,575,174,32,84.0,86.0,2B,229540,0.303
8529,gantro01,Ron,Gant,1991,561,141,32,105.0,104.0,2B,2105788,0.251
8530,gantro01,Ron,Gant,1992,544,141,17,80.0,101.0,2B,4618809,0.259
8531,gantro01,Ron,Gant,1993,606,166,36,117.0,117.0,2B,6145508,0.274
8534,gantro01,Ron,Gant,1997,502,115,17,62.0,162.0,2B,6729168,0.229
8536,gantro01,Ron,Gant,1999,516,134,17,77.0,112.0,2B,8643709,0.26
8560,garciad01,Adonis,Garcia,2016,532,145,14,65.0,93.0,3B,508750,0.273
8564,garciav01,Avisail,Garcia,2015,553,142,13,59.0,141.0,OF,529598,0.257
8568,garcica01,Carlos,Garcia,1993,546,147,12,47.0,67.0,SS,199314,0.269
8575,garcida01,Damaso,Garcia,1985,600,169,8,65.0,41.0,2B,1650606,0.282
8630,garcino01,Nomar,Garciaparra,1997,684,209,30,98.0,92.0,2B,224306,0.306
8631,garcino01,Nomar,Garciaparra,1998,604,195,35,122.0,62.0,2B,1582868,0.323
8632,garcino01,Nomar,Garciaparra,1999,532,190,27,104.0,39.0,2B,2016866,0.357
8633,garcino01,Nomar,Garciaparra,2000,529,197,21,96.0,50.0,2B,5156945,0.372
8635,garcino01,Nomar,Garciaparra,2002,635,197,24,120.0,63.0,2B,12007021,0.31
8636,garcino01,Nomar,Garciaparra,2003,658,198,28,105.0,61.0,2B,14348245,0.301
8657,gardnbr01,Brett,Gardner,2011,510,132,7,36.0,93.0,OF,564970,0.259
8659,gardnbr01,Brett,Gardner,2013,539,147,8,52.0,127.0,OF,2936250,0.273
8660,gardnbr01,Brett,Gardner,2014,555,142,17,58.0,134.0,OF,5677376,0.256
8661,gardnbr01,Brett,Gardner,2015,571,148,16,66.0,135.0,OF,12657689,0.259
8662,gardnbr01,Brett,Gardner,2016,547,143,7,41.0,106.0,OF,13500000,0.261
8713,garvest01,Steve,Garvey,1985,654,184,17,81.0,67.0,2B,2174785,0.281
8714,garvest01,Steve,Garvey,1986,557,142,21,81.0,72.0,2B,2737306,0.255
8726,gatesbr01,Brent,Gates,1993,535,155,7,69.0,75.0,2B,181043,0.29
8728,gatesbr01,Brent,Gates,1995,524,133,5,56.0,84.0,2B,299221,0.254
8739,gattiev01,Evan,Gattis,2015,566,139,27,88.0,119.0,1B,533142,0.246
8813,giambja01,Jason,Giambi,1996,536,156,20,79.0,95.0,1B,183562,0.291
8814,giambja01,Jason,Giambi,1997,519,152,20,81.0,89.0,1B,306551,0.293
8815,giambja01,Jason,Giambi,1998,562,166,27,110.0,102.0,1B,463817,0.295
8816,giambja01,Jason,Giambi,1999,575,181,33,123.0,106.0,1B,3030100,0.315
8817,giambja01,Jason,Giambi,2000,510,170,43,137.0,96.0,1B,4325329,0.333
8818,giambja01,Jason,Giambi,2001,520,178,38,120.0,83.0,1B,5560862,0.342
8819,giambja01,Jason,Giambi,2002,560,176,41,122.0,112.0,1B,13912896,0.314
8820,giambja01,Jason,Giambi,2003,535,134,41,107.0,140.0,1B,14907267,0.25
8843,gibboja01,Jay,Gibbons,2003,625,173,23,100.0,89.0,1B,489145,0.277
8851,gibsoki01,Kirk,Gibson,1985,581,167,29,97.0,137.0,OF,1527926,0.287
8854,gibsoki01,Kirk,Gibson,1988,542,157,25,76.0,120.0,OF,3719465,0.29
8887,gilesbr02,Brian,Giles,1999,521,164,39,115.0,80.0,OF,1608689,0.315
8888,gilesbr02,Brian,Giles,2000,559,176,35,123.0,69.0,OF,2532014,0.315
8889,gilesbr02,Brian,Giles,2001,576,178,37,95.0,67.0,OF,9938178,0.309
8893,gilesbr02,Brian,Giles,2004,609,173,23,94.0,80.0,OF,11223196,0.284
8894,gilesbr02,Brian,Giles,2005,545,164,15,83.0,64.0,OF,10240954,0.301
8895,gilesbr02,Brian,Giles,2006,604,159,14,83.0,60.0,OF,9127250,0.263
8897,gilesbr02,Brian,Giles,2008,559,171,12,63.0,52.0,OF,10775825,0.306
8902,gilesma01,Marcus,Giles,2003,551,174,21,69.0,80.0,2B,412838,0.316
8904,gilesma01,Marcus,Giles,2005,577,168,15,63.0,108.0,2B,2887949,0.291
8905,gilesma01,Marcus,Giles,2006,550,144,11,60.0,105.0,2B,4583467,0.262
8914,gilkebe01,Bernard,Gilkey,1993,557,170,16,70.0,66.0,OF,332190,0.305
8917,gilkebe01,Bernard,Gilkey,1996,571,181,30,117.0,125.0,OF,4263987,0.317
8918,gilkebe01,Bernard,Gilkey,1997,518,129,18,78.0,111.0,OF,5757177,0.249
8963,gladdda01,Dan,Gladden,1985,502,122,7,41.0,78.0,OF,301124,0.243
8965,gladdda01,Dan,Gladden,1988,576,155,11,62.0,74.0,OF,730368,0.269
8967,gladdda01,Dan,Gladden,1990,534,147,5,40.0,67.0,OF,1285424,0.275
8972,glanvdo01,Doug,Glanville,1998,678,189,8,49.0,89.0,OF,382833,0.279
8973,glanvdo01,Doug,Glanville,1999,628,204,11,73.0,82.0,OF,780334,0.325
8974,glanvdo01,Doug,Glanville,2000,637,175,8,52.0,76.0,OF,2810768,0.275
8975,glanvdo01,Doug,Glanville,2001,634,166,14,55.0,91.0,OF,4088206,0.262
8982,glaustr01,Troy,Glaus,1999,551,132,29,79.0,143.0,3B,298928,0.24
8983,glaustr01,Troy,Glaus,2000,563,160,47,102.0,163.0,3B,383286,0.284
8984,glaustr01,Troy,Glaus,2001,588,147,41,108.0,158.0,3B,1694008,0.25
8985,glaustr01,Troy,Glaus,2002,569,142,30,111.0,144.0,3B,5336454,0.25
8988,glaustr01,Troy,Glaus,2005,538,139,37,97.0,145.0,3B,11060230,0.258
8989,glaustr01,Troy,Glaus,2006,540,136,38,104.0,134.0,3B,11905109,0.252
8991,glaustr01,Troy,Glaus,2008,544,147,27,99.0,104.0,3B,13934258,0.27
9054,goldspa01,Paul,Goldschmidt,2012,514,147,20,82.0,130.0,1B,503861,0.286
9055,goldspa01,Paul,Goldschmidt,2013,602,182,36,125.0,145.0,1B,515132,0.302
9057,goldspa01,Paul,Goldschmidt,2015,567,182,33,110.0,151.0,1B,3139107,0.321
9058,goldspa01,Paul,Goldschmidt,2016,579,172,24,95.0,150.0,1B,5833333,0.297
9063,gomesjo01,Jonny,Gomes,2010,511,136,18,86.0,123.0,OF,880533,0.266
9081,gomezca01,Carlos,Gomez,2008,577,149,7,59.0,142.0,OF,440323,0.258
9086,gomezca01,Carlos,Gomez,2013,536,152,24,73.0,146.0,OF,4430131,0.284
9087,gomezca01,Carlos,Gomez,2014,574,163,23,73.0,141.0,OF,7096720,0.284
9097,gomezch02,Chris,Gomez,1997,522,132,5,54.0,114.0,2B,1271065,0.253
9128,gonzaad01,Adrian,Gonzalez,2006,570,173,24,82.0,113.0,1B,389892,0.304
9129,gonzaad01,Adrian,Gonzalez,2007,646,182,30,100.0,140.0,1B,578771,0.282
9130,gonzaad01,Adrian,Gonzalez,2008,616,172,36,119.0,142.0,1B,975398,0.279
9131,gonzaad01,Adrian,Gonzalez,2009,552,153,40,99.0,109.0,1B,3496002,0.277
9132,gonzaad01,Adrian,Gonzalez,2010,591,176,31,101.0,114.0,1B,5365751,0.298
9133,gonzaad01,Adrian,Gonzalez,2011,630,213,27,117.0,119.0,1B,6722018,0.338
9136,gonzaad01,Adrian,Gonzalez,2013,583,171,22,100.0,98.0,1B,22518608,0.293
9137,gonzaad01,Adrian,Gonzalez,2014,591,163,27,116.0,112.0,1B,21290159,0.276
9138,gonzaad01,Adrian,Gonzalez,2015,571,157,28,90.0,107.0,1B,22132729,0.275
9139,gonzaad01,Adrian,Gonzalez,2016,568,162,18,90.0,117.0,1B,21000000,0.285
9142,gonzaal01,Alex,Gonzalez,1996,527,124,14,64.0,127.0,SS,356225,0.235
9144,gonzaal01,Alex,Gonzalez,1998,568,136,13,51.0,121.0,SS,2204972,0.239
9146,gonzaal01,Alex,Gonzalez,2000,527,133,15,69.0,113.0,SS,4216151,0.252
9147,gonzaal01,Alex,Gonzalez,2001,636,161,17,76.0,149.0,SS,5759626,0.253
9148,gonzaal01,Alex,Gonzalez,2002,513,127,18,61.0,136.0,SS,5669982,0.248
9149,gonzaal01,Alex,Gonzalez,2003,536,122,20,59.0,123.0,SS,7500219,0.228
9156,gonzaal02,Alex,Gonzalez,1999,560,155,14,59.0,113.0,SS,289564,0.277
9158,gonzaal02,Alex,Gonzalez,2001,515,129,9,48.0,107.0,SS,399786,0.25
9160,gonzaal02,Alex,Gonzalez,2003,528,135,18,77.0,106.0,SS,2217456,0.256
9161,gonzaal02,Alex,Gonzalez,2004,561,130,23,79.0,126.0,SS,3557542,0.232
9169,gonzaal02,Alex,Gonzalez,2011,564,136,15,56.0,126.0,SS,2667468,0.241
9178,gonzaca01,Carlos,Gonzalez,2010,587,197,34,117.0,135.0,OF,446871,0.336
9180,gonzaca01,Carlos,Gonzalez,2012,518,157,22,85.0,115.0,OF,5674778,0.303
9183,gonzaca01,Carlos,Gonzalez,2015,554,150,40,97.0,133.0,OF,16201842,0.271
9184,gonzaca01,Carlos,Gonzalez,2016,584,174,25,100.0,129.0,OF,17428571,0.298
9208,gonzaju03,Juan,Gonzalez,1992,584,152,43,109.0,143.0,OF,491818,0.26
9209,gonzaju03,Juan,Gonzalez,1993,536,166,46,118.0,99.0,OF,871998,0.31
9212,gonzaju03,Juan,Gonzalez,1996,541,170,47,144.0,82.0,OF,11357884,0.314
9213,gonzaju03,Juan,Gonzalez,1997,533,158,42,131.0,107.0,OF,11215280,0.296
9214,gonzaju03,Juan,Gonzalez,1998,606,193,45,157.0,126.0,OF,11484998,0.318
9215,gonzaju03,Juan,Gonzalez,1999,562,183,39,128.0,105.0,OF,12245255,0.326
9217,gonzaju03,Juan,Gonzalez,2001,532,173,35,140.0,94.0,OF,13552061,0.325
9224,gonzalu01,Luis,Gonzalez,1993,540,162,15,72.0,83.0,1B,597941,0.3
9229,gonzalu01,Luis,Gonzalez,1997,550,142,10,68.0,67.0,1B,2093519,0.258
9230,gonzalu01,Luis,Gonzalez,1998,547,146,23,71.0,62.0,1B,2944871,0.267
9231,gonzalu01,Luis,Gonzalez,1999,614,206,26,111.0,63.0,1B,2953267,0.336
9232,gonzalu01,Luis,Gonzalez,2000,618,192,31,114.0,85.0,1B,4645896,0.311
9233,gonzalu01,Luis,Gonzalez,2001,609,198,57,142.0,83.0,1B,6550162,0.325
9234,gonzalu01,Luis,Gonzalez,2002,524,151,28,103.0,76.0,1B,5781158,0.288
9235,gonzalu01,Luis,Gonzalez,2003,579,176,26,104.0,67.0,1B,5217543,0.304
9237,gonzalu01,Luis,Gonzalez,2005,579,157,24,79.0,90.0,1B,12391554,0.271
9238,gonzalu01,Luis,Gonzalez,2006,586,159,15,73.0,58.0,1B,12706713,0.271
9303,goodwto01,Tom,Goodwin,1996,524,148,1,35.0,79.0,OF,478025,0.282
9306,goodwto01,Tom,Goodwin,1998,520,151,2,33.0,90.0,OF,3460224,0.29
9313,gordoal01,Alex,Gordon,2007,543,134,15,60.0,137.0,1B,439866,0.247
9317,gordoal01,Alex,Gordon,2011,611,185,23,87.0,139.0,1B,1493782,0.303
9318,gordoal01,Alex,Gordon,2012,642,189,14,72.0,140.0,1B,4991565,0.294
9319,gordoal01,Alex,Gordon,2013,633,168,20,81.0,141.0,1B,9272368,0.265
9320,gordoal01,Alex,Gordon,2014,563,150,19,74.0,126.0,1B,10138171,0.266
9324,gordode01,Dee,Gordon,2014,609,176,2,34.0,107.0,SS,522116,0.289
9325,gordode01,Dee,Gordon,2015,615,205,4,46.0,91.0,SS,2531538,0.333
9403,gracema01,Mark,Grace,1989,510,160,13,79.0,42.0,1B,270976,0.314
9404,gracema01,Mark,Grace,1990,589,182,9,82.0,54.0,1B,596804,0.309
9405,gracema01,Mark,Grace,1991,619,169,8,58.0,53.0,1B,2114599,0.273
9406,gracema01,Mark,Grace,1992,603,185,9,79.0,36.0,1B,3870391,0.307
9407,gracema01,Mark,Grace,1993,594,193,14,98.0,32.0,1B,5148939,0.325
9409,gracema01,Mark,Grace,1995,552,180,16,92.0,46.0,1B,6929336,0.326
9410,gracema01,Mark,Grace,1996,547,181,9,75.0,41.0,1B,6386420,0.331
9411,gracema01,Mark,Grace,1997,555,177,13,78.0,45.0,1B,6766552,0.319
9412,gracema01,Mark,Grace,1998,595,184,17,89.0,56.0,1B,6221040,0.309
9413,gracema01,Mark,Grace,1999,593,183,16,91.0,44.0,1B,5906535,0.309
9414,gracema01,Mark,Grace,2000,510,143,11,82.0,28.0,1B,7386975,0.28
9442,grandcu01,Curtis,Granderson,2006,596,155,19,68.0,174.0,OF,398821,0.26
9443,grandcu01,Curtis,Granderson,2007,612,185,23,74.0,141.0,OF,474592,0.302
9444,grandcu01,Curtis,Granderson,2008,553,155,22,66.0,111.0,OF,1114741,0.28
9445,grandcu01,Curtis,Granderson,2009,631,157,30,71.0,141.0,OF,3915523,0.249
9447,grandcu01,Curtis,Granderson,2011,583,153,41,119.0,169.0,OF,8802643,0.262
9448,grandcu01,Curtis,Granderson,2012,596,138,43,106.0,195.0,OF,10453540,0.232
9450,grandcu01,Curtis,Granderson,2014,564,128,20,66.0,141.0,OF,13179622,0.227
9451,grandcu01,Curtis,Granderson,2015,580,150,26,70.0,151.0,OF,16201842,0.259
9452,grandcu01,Curtis,Granderson,2016,545,129,30,59.0,130.0,OF,16000000,0.237
9502,greenkh01,Khalil,Greene,2007,611,155,27,97.0,128.0,SS,2604469,0.254
9506,greenmi01,Mike,Greenwell,1988,590,192,22,119.0,38.0,OF,415904,0.325
9507,greenmi01,Mike,Greenwell,1989,578,178,14,95.0,44.0,OF,967770,0.308
9508,greenmi01,Mike,Greenwell,1990,610,181,14,73.0,43.0,OF,2249492,0.297
9509,greenmi01,Mike,Greenwell,1991,544,163,9,83.0,35.0,OF,4669740,0.3
9511,greenmi01,Mike,Greenwell,1993,540,170,13,72.0,46.0,OF,5688747,0.315
9530,greensh01,Shawn,Green,1998,630,175,35,100.0,142.0,OF,2171842,0.278
9531,greensh01,Shawn,Green,1999,614,190,42,123.0,117.0,OF,4501932,0.309
9532,greensh01,Shawn,Green,2000,610,164,24,99.0,121.0,OF,13124657,0.269
9533,greensh01,Shawn,Green,2001,619,184,49,125.0,107.0,OF,16488341,0.297
9534,greensh01,Shawn,Green,2002,582,166,42,114.0,112.0,OF,17899355,0.285
9535,greensh01,Shawn,Green,2003,611,171,19,85.0,112.0,OF,20435379,0.28
9536,greensh01,Shawn,Green,2004,590,157,28,86.0,114.0,OF,21175843,0.266
9537,greensh01,Shawn,Green,2005,581,166,22,73.0,95.0,OF,9626496,0.286
9576,greerru01,Rusty,Greer,1996,542,180,18,100.0,86.0,1B,395167,0.332
9577,greerru01,Rusty,Greer,1997,601,193,26,87.0,87.0,1B,535841,0.321
9578,greerru01,Rusty,Greer,1998,598,183,16,108.0,93.0,1B,1509246,0.306
9579,greerru01,Rusty,Greer,1999,556,167,20,101.0,67.0,1B,4754040,0.3
9608,gregodi01,Didi,Gregorius,2015,525,139,9,56.0,85.0,SS,560888,0.265
9609,gregodi01,Didi,Gregorius,2016,562,155,20,70.0,82.0,SS,2425000,0.276
9628,grievbe01,Ben,Grieve,1998,583,168,18,89.0,123.0,OF,253259,0.288
9630,grievbe01,Ben,Grieve,2000,594,166,27,104.0,130.0,OF,1045327,0.279
9631,grievbe01,Ben,Grieve,2001,542,143,11,72.0,159.0,OF,3726817,0.264
9637,griffal01,Alfredo,Griffin,1985,614,166,2,64.0,50.0,SS,1360634,0.27
9638,griffal01,Alfredo,Griffin,1986,594,169,4,51.0,52.0,SS,1264830,0.285
9641,griffal01,Alfredo,Griffin,1989,506,125,0,29.0,57.0,SS,1935540,0.247
9656,griffke02,Ken,Griffey,1990,597,179,22,80.0,81.0,OF,330538,0.3
9657,griffke02,Ken,Griffey,1991,548,179,22,100.0,82.0,OF,1233516,0.327
9658,griffke02,Ken,Griffey,1992,565,174,27,103.0,67.0,OF,3464107,0.308
9659,griffke02,Ken,Griffey,1993,582,180,45,109.0,91.0,OF,6892935,0.309
9662,griffke02,Ken,Griffey,1996,545,165,49,140.0,104.0,OF,11702062,0.303
9663,griffke02,Ken,Griffey,1997,608,185,56,147.0,121.0,OF,11791794,0.304
9664,griffke02,Ken,Griffey,1998,633,180,56,146.0,121.0,OF,12005749,0.284
9665,griffke02,Ken,Griffey,1999,606,173,48,134.0,108.0,OF,12620582,0.285
9666,griffke02,Ken,Griffey,2000,520,141,40,118.0,117.0,OF,13003445,0.271
9673,griffke02,Ken,Griffey,2007,528,146,30,93.0,99.0,OF,9777346,0.277
9712,grissma02,Marquis,Grissom,1992,653,180,14,66.0,81.0,OF,513201,0.276
9713,grissma02,Marquis,Grissom,1993,630,188,19,95.0,76.0,OF,2491422,0.298
9715,grissma02,Marquis,Grissom,1995,551,142,12,42.0,61.0,OF,7795503,0.258
9716,grissma02,Marquis,Grissom,1996,671,207,23,74.0,73.0,OF,7418954,0.308
9717,grissma02,Marquis,Grissom,1997,558,146,12,66.0,89.0,OF,7252548,0.262
9718,grissma02,Marquis,Grissom,1998,542,147,10,60.0,78.0,OF,7362178,0.271
9719,grissma02,Marquis,Grissom,1999,603,161,20,83.0,109.0,OF,7203091,0.267
9720,grissma02,Marquis,Grissom,2000,595,145,14,62.0,99.0,OF,6968844,0.244
9723,grissma02,Marquis,Grissom,2003,587,176,20,79.0,82.0,OF,2445724,0.3
9724,grissma02,Marquis,Grissom,2004,562,157,22,90.0,83.0,OF,2699920,0.279
9776,grubeke01,Kelly,Gruber,1988,569,158,16,81.0,92.0,3B,263744,0.278
9777,grubeke01,Kelly,Gruber,1989,545,158,18,73.0,60.0,3B,895187,0.29
9778,grubeke01,Kelly,Gruber,1990,592,162,31,118.0,94.0,3B,2111768,0.274
9783,grudzma01,Mark,Grudzielanek,1996,657,201,6,49.0,83.0,2B,206507,0.306
9784,grudzma01,Mark,Grudzielanek,1997,649,177,4,51.0,76.0,2B,328982,0.273
9788,grudzma01,Mark,Grudzielanek,2000,617,172,7,49.0,81.0,2B,4181307,0.279
9789,grudzma01,Mark,Grudzielanek,2001,539,146,13,55.0,83.0,2B,5420824,0.271
9790,grudzma01,Mark,Grudzielanek,2002,536,145,9,50.0,89.0,2B,6670567,0.271
9793,grudzma01,Mark,Grudzielanek,2005,528,155,8,59.0,81.0,2B,1228914,0.294
9794,grudzma01,Mark,Grudzielanek,2006,548,163,7,52.0,69.0,2B,4762044,0.297
9858,guerrpe01,Pedro,Guerrero,1987,545,184,27,89.0,85.0,1B,3211361,0.338
9861,guerrpe01,Pedro,Guerrero,1989,570,177,17,117.0,84.0,1B,3548490,0.311
9866,guerrvl01,Vladimir,Guerrero,1998,623,202,38,109.0,95.0,OF,338660,0.324
9867,guerrvl01,Vladimir,Guerrero,1999,610,193,42,131.0,62.0,OF,1512649,0.316
9868,guerrvl01,Vladimir,Guerrero,2000,571,197,44,123.0,74.0,OF,4878191,0.345
9869,guerrvl01,Vladimir,Guerrero,2001,599,184,34,108.0,88.0,OF,8131237,0.307
9870,guerrvl01,Vladimir,Guerrero,2002,614,206,39,111.0,70.0,OF,10672907,0.336
9872,guerrvl01,Vladimir,Guerrero,2004,612,206,39,126.0,74.0,OF,13976056,0.337
9873,guerrvl01,Vladimir,Guerrero,2005,520,165,32,108.0,48.0,OF,15361431,0.317
9874,guerrvl01,Vladimir,Guerrero,2006,607,200,33,116.0,68.0,OF,16071897,0.329
9875,guerrvl01,Vladimir,Guerrero,2007,574,186,27,125.0,62.0,OF,16784354,0.324
9876,guerrvl01,Vladimir,Guerrero,2008,541,164,27,91.0,77.0,OF,17278480,0.303
9878,guerrvl01,Vladimir,Guerrero,2010,593,178,29,115.0,60.0,OF,6053667,0.3
9879,guerrvl01,Vladimir,Guerrero,2011,562,163,13,63.0,56.0,OF,8121324,0.29
9906,guillca01,Carlos,Guillen,2004,522,166,20,97.0,87.0,2B,3176376,0.318
9908,guillca01,Carlos,Guillen,2006,543,174,19,85.0,87.0,2B,5952555,0.32
9909,guillca01,Carlos,Guillen,2007,564,167,21,102.0,93.0,2B,5787708,0.296
9915,guilljo01,Jose,Guillen,1998,573,153,14,84.0,100.0,OF,375471,0.267
9922,guilljo01,Jose,Guillen,2004,565,166,27,104.0,92.0,OF,2795211,0.294
9923,guilljo01,Jose,Guillen,2005,551,156,24,76.0,102.0,OF,4301201,0.283
9925,guilljo01,Jose,Guillen,2007,593,172,23,99.0,118.0,OF,5787708,0.29
9926,guilljo01,Jose,Guillen,2008,598,158,20,97.0,106.0,OF,13376887,0.264
9931,guilloz01,Ozzie,Guillen,1986,547,137,2,47.0,52.0,SS,328477,0.25
9932,guilloz01,Ozzie,Guillen,1987,560,156,2,51.0,52.0,SS,369729,0.279
9933,guilloz01,Ozzie,Guillen,1988,566,148,0,39.0,40.0,SS,1090480,0.261
9934,guilloz01,Ozzie,Guillen,1989,597,151,1,54.0,48.0,SS,1548432,0.253
9935,guilloz01,Ozzie,Guillen,1990,516,144,1,58.0,37.0,SS,1836320,0.279
9936,guilloz01,Ozzie,Guillen,1991,524,143,3,49.0,38.0,SS,2819465,0.273
9998,gutiefr01,Franklin,Gutierrez,2009,565,160,18,70.0,122.0,OF,509018,0.283
9999,gutiefr01,Franklin,Gutierrez,2010,568,139,12,64.0,137.0,OF,2545292,0.245
10019,gutieri01,Ricky,Gutierrez,2001,528,153,10,66.0,56.0,2B,4607701,0.29
10032,guzmacr01,Cristian,Guzman,2000,631,156,8,54.0,101.0,SS,320567,0.247
10034,guzmacr01,Cristian,Guzman,2002,623,170,9,59.0,79.0,SS,1901112,0.273
10035,guzmacr01,Cristian,Guzman,2003,534,143,3,53.0,79.0,SS,3293574,0.268
10036,guzmacr01,Cristian,Guzman,2004,576,158,8,46.0,64.0,SS,4732801,0.274
10039,guzmacr01,Cristian,Guzman,2008,579,183,9,55.0,57.0,SS,4681911,0.316
10040,guzmacr01,Cristian,Guzman,2009,531,151,6,52.0,75.0,SS,8949766,0.284
10072,gwynnto01,Tony,Gwynn,1985,622,197,6,46.0,33.0,OF,981441,0.317
10073,gwynnto01,Tony,Gwynn,1986,642,211,14,59.0,35.0,OF,1182516,0.329
10074,gwynnto01,Tony,Gwynn,1987,589,218,7,54.0,35.0,OF,1616244,0.37
10075,gwynnto01,Tony,Gwynn,1988,521,163,7,70.0,40.0,OF,1704192,0.313
10076,gwynnto01,Tony,Gwynn,1989,604,203,4,62.0,30.0,OF,2209743,0.336
10077,gwynnto01,Tony,Gwynn,1990,573,177,4,72.0,23.0,OF,1958742,0.309
10078,gwynnto01,Tony,Gwynn,1991,530,168,4,62.0,19.0,OF,3810684,0.317
10079,gwynnto01,Tony,Gwynn,1992,520,165,6,41.0,16.0,OF,3464107,0.317
10082,gwynnto01,Tony,Gwynn,1995,535,197,9,90.0,15.0,OF,7336173,0.368
10084,gwynnto01,Tony,Gwynn,1997,592,220,17,119.0,28.0,OF,6841321,0.372
10118,hafnetr01,Travis,Hafner,2007,545,145,24,100.0,115.0,1B,4688044,0.266
10132,hairsje02,Jerry,Hairston,2001,532,124,8,47.0,73.0,2B,318473,0.233
10194,hallbi03,Bill,Hall,2006,537,145,35,85.0,162.0,3B,497634,0.27
10215,hallme01,Mel,Hall,1988,515,144,6,71.0,50.0,OF,1470880,0.28
10219,hallme01,Mel,Hall,1992,583,163,15,81.0,53.0,OF,2223871,0.28
10253,hamilbi02,Billy,Hamilton,2014,563,141,6,48.0,117.0,OF,506909,0.25
10259,hamilda02,Darryl,Hamilton,1993,520,161,9,48.0,62.0,OF,1702472,0.31
10262,hamilda02,Darryl,Hamilton,1996,627,184,6,51.0,66.0,OF,1988586,0.293
10273,hamilje01,Jeff,Hamilton,1989,548,134,12,56.0,71.0,3B,290331,0.245
10287,hamiljo03,Josh,Hamilton,2008,624,190,32,130.0,126.0,OF,442363,0.304
10289,hamiljo03,Josh,Hamilton,2010,518,186,32,100.0,95.0,OF,3577167,0.359
10291,hamiljo03,Josh,Hamilton,2012,562,160,43,128.0,162.0,OF,15941648,0.285
10292,hamiljo03,Josh,Hamilton,2013,576,144,21,79.0,158.0,OF,17926578,0.25
10464,hardyjj01,J. J.,Hardy,2007,592,164,26,80.0,73.0,SS,463017,0.277
10465,hardyjj01,J. J.,Hardy,2008,569,161,24,74.0,98.0,SS,2954063,0.283
10468,hardyjj01,J. J.,Hardy,2011,527,142,30,80.0,92.0,SS,6241874,0.269
10469,hardyjj01,J. J.,Hardy,2012,663,158,22,68.0,106.0,SS,7753041,0.238
